date,state,daily,cummulative
2/1/22,MA,15329,14052086
2/1/22,MP,117,103579
2/1/22,NC,15272,15936253
2/1/22,MN,11401,9852246
2/1/22,PW,76,45043
2/1/22,US,623821,551133326
2/1/22,MH,88,55569
2/1/22,NY,49176,37401272
2/1/22,CO,10516,10315301
2/1/22,GA,14161,14396021
2/1/22,NM,4438,3747460
2/1/22,OK,6113,5697571
2/1/22,AS,259,86337
2/1/22,WI,11079,9808924
2/1/22,AR,3857,4085751
2/1/22,MO,7960,8601744
2/1/22,TX,50161,43686234
2/1/22,MS,3594,3739081
2/1/22,HI,3559,2816604
2/1/22,VT,1157,1372527
2/1/22,PR,16090,6837268
2/1/22,OH,15533,17219056
2/1/22,NE,2920,3096263
2/1/22,DE,2043,1717207
2/1/22,LA,6238,6019822
2/1/22,MI,14620,15235086
2/1/22,SC,6877,7200625
2/1/22,KY,5782,6271530
2/1/22,IL,30373,21500139
2/1/22,MD,14367,11519469
2/1/22,UT,6001,5114771
2/1/22,WA,16639,13769658
2/1/22,ME,2458,2713002
2/1/22,NV,4660,4651403
2/1/22,NJ,19441,16324071
2/1/22,RI,2270,2148141
2/1/22,VI,126,138584
2/1/22,FL,22307,35989161
2/1/22,AK,1046,1102346
2/1/22,CA,102996,70060435
2/1/22,DC,2122,1638597
2/1/22,IA,4196,4889733
2/1/22,IN,10251,9460792
2/1/22,GU,382,337925
2/1/22,ND,1054,1068674
2/1/22,AL,5304,6065714
2/1/22,CT,8203,7185889
2/1/22,NH,2257,2373202
2/1/22,ID,2263,2378013
2/1/22,SD,1255,1345191
2/1/22,WV,1718,2637072
2/1/22,PA,23265,22390164
2/1/22,KS,4485,4392684
2/1/22,FM,434,97964
2/1/22,AZ,15273,11853383
2/1/22,MT,1212,1533668
2/1/22,WY,623,716558
2/1/22,VA,15960,15782040
1/1/22,PA,5815,21217481
1/1/22,ME,938,2588554
1/1/22,HI,266,2633094
1/1/22,AR,1127,3908575
1/1/22,DE,498,1627096
1/1/22,MN,1064,9374101
1/1/22,WI,1386,9329848
1/1/22,LA,1249,5759667
1/1/22,FL,8850,34528580
1/1/22,MS,953,3573945
1/1/22,SD,211,1287318
1/1/22,FM,0,86967
1/1/22,RI,388,2030001
1/1/22,NV,1067,4400285
1/1/22,MT,197,1480987
1/1/22,MI,2075,14518554
1/1/22,WV,586,2554575
1/1/22,NE,843,2959691
1/1/22,NJ,2749,15391276
1/1/22,VT,162,1311699
1/1/22,OK,1421,5433346
1/1/22,GU,2,316293
1/1/22,ND,29,1026332
1/1/22,NC,4020,15239136
1/1/22,SC,2023,6878412
1/1/22,CA,8189,65379694
1/1/22,NH,800,2245849
1/1/22,MO,592,8197432
1/1/22,MP,0,97174
1/1/22,MD,4240,10869909
1/1/22,AK,87,1057992
1/1/22,NM,540,3538773
1/1/22,WA,4356,12983367
1/1/22,CO,1418,9838934
1/1/22,NY,5050,35226300
1/1/22,AL,1716,5812339
1/1/22,PR,110,6231524
1/1/22,CT,1536,6795638
1/1/22,VI,0,133105
1/1/22,KS,997,4179386
1/1/22,AZ,4752,11200395
1/1/22,PW,0,37760
1/1/22,TN,3369,9261747
1/1/22,TX,16102,41380589
1/1/22,UT,1606,4828125
1/1/22,KY,1258,6006020
1/1/22,IL,3838,20189116
1/1/22,AS,0,80475
1/1/22,MA,1802,13214941
1/1/22,GA,3831,13746268
1/1/22,IN,1090,8973383
1/1/22,OR,800,7025981
1/1/22,WY,101,690799
1/1/22,VA,8443,14970417
1/1/22,US,120312,521918004
1/1/22,ID,513,2282078
1/1/22,OH,3524,16401755
1/1/22,MH,0,50701
1/1/22,DC,470,1557820
1/1/22,IA,592,4702857
12/1/21,PA,99812,19291518
12/1/21,IN,43795,8263290
12/1/21,WY,2655,648756
12/1/21,HI,11402,2410485
12/1/21,KY,24030,5577707
12/1/21,MT,7004,1386477
12/1/21,PR,26995,5677180
12/1/21,UT,22756,4436927
12/1/21,AK,3986,995680
12/1/21,NY,148375,31721223
12/1/21,MH,148,48299
12/1/21,AL,22976,5409927
12/1/21,GU,1151,293607
12/1/21,OK,20845,5036031
12/1/21,IL,86462,18339127
12/1/21,NH,8553,2037182
12/1/21,MN,47445,8568999
12/1/21,OR,31864,6465104
12/1/21,WI,43269,8509875
12/1/21,RI,10540,1830068
12/1/21,WA,51192,11853051
12/1/21,AS,1707,71910
12/1/21,MA,61194,11864500
12/1/21,FL,134534,31990563
12/1/21,NE,13987,2713599
12/1/21,NV,14668,4056786
12/1/21,TN,36602,8606975
12/1/21,IA,21945,4320634
12/1/21,NM,16795,3256668
12/1/21,MD,48325,9879456
12/1/21,AZ,50816,10282357
12/1/21,ME,12403,2333844
12/1/21,SC,28573,6368683
12/1/21,CA,280586,59359280
12/1/21,VT,6921,1191860
12/1/21,KS,17792,3840367
12/1/21,FM,293,83948
12/1/21,GA,56655,12650915
12/1/21,CO,42107,9010281
12/1/21,MO,32847,7621005
12/1/21,PW,450,35474
12/1/21,US,2209329,477370837
12/1/21,VA,66044,13601934
12/1/21,ID,8989,2128353
12/1/21,AR,13578,3662931
12/1/21,NJ,63681,13901147
12/1/21,CT,31554,6124731
12/1/21,MP,417,83974
12/1/21,NC,61344,14030475
12/1/21,DE,6934,1497491
12/1/21,ND,5001,954951
12/1/21,OH,73964,14955255
12/1/21,VI,531,123499
12/1/21,DC,7316,1415413
12/1/21,WV,9500,2409387
12/1/21,MI,68556,13200903
12/1/21,TX,154529,38102778
12/1/21,LA,10199,5338962
12/1/21,SD,6080,1185209
12/1/21,MS,12790,3337306
11/1/21,MT,4942,1249433
11/1/21,PR,15194,5179148
11/1/21,VT,5655,1046601
11/1/21,FL,92799,29565534
11/1/21,IA,16653,3858955
11/1/21,WY,1924,589987
11/1/21,PA,70191,17328007
11/1/21,VA,51705,12250965
11/1/21,ID,7290,1940069
11/1/21,FM,147,79296
11/1/21,WA,35400,10750442
11/1/21,KY,17916,5070794
11/1/21,AR,10945,3365557
11/1/21,CT,20406,5516628
11/1/21,MP,292,73477
11/1/21,NE,9046,2436268
11/1/21,KS,12865,3460854
11/1/21,MO,23176,6949088
11/1/21,TN,28828,7931345
11/1/21,NV,11768,3730398
11/1/21,AK,2757,910010
11/1/21,ME,8864,2062661
11/1/21,SC,19627,5867786
11/1/21,CA,180667,53742426
11/1/21,SD,4914,1064266
11/1/21,NC,46352,12762979
11/1/21,DC,5867,1284031
11/1/21,IN,26080,7595623
11/1/21,NM,9816,2935591
11/1/21,OH,52842,13492855
11/1/21,ND,3542,854782
11/1/21,DE,5866,1363411
11/1/21,VI,67,114687
11/1/21,US,1506291,434188925
11/1/21,GU,743,270572
11/1/21,MD,38600,8900266
11/1/21,AZ,36848,9350236
11/1/21,HI,7252,2198221
11/1/21,RI,7312,1643638
11/1/21,MA,40818,10638449
11/1/21,AS,73,68045
11/1/21,PW,2,32539
11/1/21,MS,8989,3110578
11/1/21,IL,60226,16538028
11/1/21,MI,43691,11837524
11/1/21,UT,16011,3997478
11/1/21,WI,28156,7645179
11/1/21,OK,15310,4633495
11/1/21,MH,2,44585
11/1/21,NY,90284,28888129
11/1/21,AL,15818,5017420
11/1/21,MN,29415,7583632
11/1/21,OR,17036,5874925
11/1/21,LA,12929,4975182
11/1/21,GA,39543,11734225
11/1/21,WV,7128,2208652
11/1/21,NH,7285,1837727
11/1/21,CO,28726,8073436
11/1/21,NJ,42558,12635043
11/1/21,TX,98771,35309411
10/1/21,IN,25490,7102784
10/1/21,DC,3654,1198894
10/1/21,VI,333,108720
10/1/21,AK,5117,838261
10/1/21,MA,23449,9954495
10/1/21,MN,23604,7021896
10/1/21,AL,17025,4683195
10/1/21,NC,47814,11762971
10/1/21,OR,18646,5459832
10/1/21,AS,434,64774
10/1/21,ID,7929,1775019
10/1/21,PR,16295,4888184
10/1/21,MD,26065,8274115
10/1/21,GA,42715,10937065
10/1/21,NY,84058,26955093
10/1/21,VA,39173,11323747
10/1/21,NH,3581,1731784
10/1/21,US,1351288,404555441
10/1/21,MH,20,41987
10/1/21,IA,12235,3553141
10/1/21,IL,43206,15399083
10/1/21,SD,2048,977602
10/1/21,AZ,34018,8714092
10/1/21,PW,1,31986
10/1/21,WV,12158,2029979
10/1/21,LA,18809,4657041
10/1/21,CT,13121,5134987
10/1/21,DE,4348,1257959
10/1/21,UT,12110,3701272
10/1/21,FM,103,75536
10/1/21,WA,36670,9978620
10/1/21,NJ,31248,11832703
10/1/21,CA,145605,50353979
10/1/21,PA,52151,16039954
10/1/21,WY,2574,537588
10/1/21,KS,12823,3206955
10/1/21,VT,2929,955423
10/1/21,MI,32937,11006076
10/1/21,GU,1396,250103
10/1/21,ME,1886,1896720
10/1/21,TN,36154,7358118
10/1/21,OH,41205,12497527
10/1/21,RI,4963,1534088
10/1/21,HI,9516,2022226
10/1/21,TX,105455,33206377
10/1/21,MP,136,70359
10/1/21,WI,23238,7082680
10/1/21,AR,13907,3145823
10/1/21,KY,18247,4693768
10/1/21,NE,9476,2257322
10/1/21,FL,88078,27780537
10/1/21,ND,3930,777992
10/1/21,NV,11582,3484524
10/1/21,NM,8501,2707434
10/1/21,MT,4424,1145792
10/1/21,SC,22691,5428650
10/1/21,OK,18530,4306077
10/1/21,CO,24831,7485423
10/1/21,MO,22909,6487557
10/1/21,MS,9529,2921805
9/1/21,AR,10241,2930878
9/1/21,NY,61301,25345754
9/1/21,GA,39324,10080377
9/1/21,NE,5048,2144136
9/1/21,NC,31018,10944536
9/1/21,ME,3072,1818483
9/1/21,TN,26618,6771038
9/1/21,VT,859,926782
9/1/21,MI,16303,10548050
9/1/21,IN,14943,6727299
9/1/21,GU,824,230818
9/1/21,IA,6228,3388109
9/1/21,ID,4639,1635640
9/1/21,PA,25115,15329664
9/1/21,MS,12632,2672452
9/1/21,MD,15005,7881787
9/1/21,WY,1488,497587
9/1/21,DC,1759,1146088
9/1/21,MN,12906,6707636
9/1/21,MP,160,67371
9/1/21,WI,15000,6722649
9/1/21,FM,288,69388
9/1/21,IL,29282,14691750
9/1/21,KY,15205,4339571
9/1/21,NV,7639,3277142
9/1/21,AS,692,58588
9/1/21,AZ,20168,8241228
9/1/21,PW,139,29878
9/1/21,SC,18698,4966422
9/1/21,ND,2336,722992
9/1/21,FL,90027,25925640
9/1/21,VA,22912,10719675
9/1/21,MA,13074,9589852
9/1/21,PR,13456,4610805
9/1/21,MO,14193,6139793
9/1/21,UT,9821,3467138
9/1/21,CT,8197,4909962
9/1/21,CO,14910,7113464
9/1/21,WA,18194,9419915
9/1/21,OH,22197,11881927
9/1/21,MH,29,40432
9/1/21,MT,2661,1076538
9/1/21,DE,2410,1200429
9/1/21,CA,99644,47840326
9/1/21,NJ,24404,11254109
9/1/21,LA,11003,4337701
9/1/21,WV,4461,1885897
9/1/21,US,953481,381382994
9/1/21,OR,10832,5174409
9/1/21,RI,2973,1464733
9/1/21,TX,101884,31003335
9/1/21,HI,5756,1878322
9/1/21,SD,2462,920409
9/1/21,OK,13634,3977107
9/1/21,NM,5124,2574397
9/1/21,NH,1458,1681277
9/1/21,AK,1734,782402
9/1/21,KS,8077,3028073
9/1/21,VI,420,101897
9/1/21,AL,19073,4286556
8/1/21,AK,305,742859
8/1/21,PR,2026,4293146
8/1/21,MO,5775,5682609
8/1/21,IA,1646,3222174
8/1/21,NC,9885,10122932
8/1/21,KY,3630,4002265
8/1/21,HI,1160,1762856
8/1/21,FM,350,59816
8/1/21,SD,346,867136
8/1/21,OH,7365,11334055
8/1/21,NJ,9161,10619112
8/1/21,MA,5280,9248507
8/1/21,VI,8,90827
8/1/21,RI,937,1398251
8/1/21,DE,787,1138978
8/1/21,MD,7195,7485611
8/1/21,MS,3430,2321585
8/1/21,WI,2924,6403307
8/1/21,ME,721,1743825
8/1/21,MN,2870,6404958
8/1/21,DC,618,1099740
8/1/21,FL,45413,23518208
8/1/21,CT,2470,4675685
8/1/21,CO,5691,6758726
8/1/21,ND,138,681515
8/1/21,TN,9239,6175436
8/1/21,GU,6,213609
8/1/21,PW,0,27329
8/1/21,MH,0,37900
8/1/21,ID,998,1522591
8/1/21,WY,169,463319
8/1/21,OR,2274,4928579
8/1/21,MT,438,1021701
8/1/21,IL,11910,13954194
8/1/21,AL,6530,3752228
8/1/21,LA,6339,3794272
8/1/21,NM,1245,2424163
8/1/21,OK,4374,3599982
8/1/21,AZ,9908,7733917
8/1/21,MP,12,61726
8/1/21,NV,4473,3036204
8/1/21,GA,15114,9139512
8/1/21,NY,21137,23836195
8/1/21,NE,1755,2019151
8/1/21,IN,5661,6347949
8/1/21,MI,4740,10116372
8/1/21,PA,8185,14639214
8/1/21,NH,532,1647265
8/1/21,AS,0,53515
8/1/21,TX,40211,28145892
8/1/21,US,339729,356377861
8/1/21,WV,986,1784264
8/1/21,UT,2351,3214339
8/1/21,VA,9648,10132319
8/1/21,CA,29835,45093488
8/1/21,KS,2635,2815105
8/1/21,WA,4961,8967453
8/1/21,VT,247,905355
8/1/21,AR,3067,2583179
8/1/21,SC,8183,4522525
7/1/21,TN,11156,5868631
7/1/21,WI,9476,6207590
7/1/21,VI,220,83702
7/1/21,DC,1631,1064319
7/1/21,MN,8831,6218104
7/1/21,FM,307,53419
7/1/21,US,617692,340134935
7/1/21,WV,2710,1730798
7/1/21,ME,2163,1699953
7/1/21,SC,7677,4289569
7/1/21,VT,813,889578
7/1/21,MT,1331,990507
7/1/21,MD,13562,7178599
7/1/21,GA,18385,8603272
7/1/21,IA,3759,3121007
7/1/21,AK,998,717872
7/1/21,NM,4195,2336742
7/1/21,CA,78197,43057892
7/1/21,AL,6757,3501848
7/1/21,WY,757,444242
7/1/21,HI,3208,1690137
7/1/21,PR,11402,4070181
7/1/21,MO,9966,5330475
7/1/21,AZ,15475,7360298
7/1/21,KY,5886,3828123
7/1/21,AR,5321,2363074
7/1/21,MP,235,55963
7/1/21,UT,6369,3047402
7/1/21,NV,5926,2849853
7/1/21,NE,2957,1943200
7/1/21,SD,1193,835237
7/1/21,IN,10078,6082978
7/1/21,OR,7443,4775926
7/1/21,OH,15074,10991150
7/1/21,NJ,20818,10135297
7/1/21,LA,7326,3504748
7/1/21,ND,1247,658945
7/1/21,RI,1777,1349553
7/1/21,WA,15351,8644526
7/1/21,FL,46983,22043936
7/1/21,NC,16907,9666242
7/1/21,AS,94,48589
7/1/21,NY,42022,22794339
7/1/21,PA,21236,14157320
7/1/21,NH,1265,1620634
7/1/21,PW,5,25702
7/1/21,KS,4858,2681134
7/1/21,TX,57986,26427775
7/1/21,IL,24199,13375729
7/1/21,VA,17528,9715647
7/1/21,GU,583,201150
7/1/21,CT,6306,4509425
7/1/21,MS,4721,2147926
7/1/21,MI,13561,9810682
7/1/21,MH,37,35655
7/1/21,CO,11403,6501380
7/1/21,DE,2139,1094499
7/1/21,MA,12240,8976270
7/1/21,ID,2368,1463198
7/1/21,OK,5546,3398309
6/1/21,WY,1180,419233
6/1/21,PR,20400,3688684
6/1/21,MO,14833,5009334
6/1/21,RI,4729,1253502
6/1/21,IN,25826,5665501
6/1/21,LA,9789,3293585
6/1/21,NM,6431,2173558
6/1/21,HI,6191,1557544
6/1/21,GU,1002,180371
6/1/21,CT,14231,4201967
6/1/21,MS,5118,2022167
6/1/21,KY,10301,3586339
6/1/21,VT,5004,830315
6/1/21,MA,40636,8344164
6/1/21,ND,1717,626667
6/1/21,TX,104987,24263375
6/1/21,OH,31814,10317362
6/1/21,NJ,53104,9268582
6/1/21,TN,20978,5514806
6/1/21,MD,29987,6590431
6/1/21,NV,11109,2634077
6/1/21,UT,11205,2815037
6/1/21,MP,281,49134
6/1/21,AR,6262,2219708
6/1/21,MI,31523,9195366
6/1/21,MH,265,32971
6/1/21,MT,2800,943390
6/1/21,AZ,25417,6853354
6/1/21,PW,2,24652
6/1/21,AS,31,44330
6/1/21,NY,87792,20992328
6/1/21,DC,3146,1004481
6/1/21,FM,227,46389
6/1/21,AK,2356,674849
6/1/21,CA,176292,39680465
6/1/21,ID,4772,1373405
6/1/21,OK,8510,3205666
6/1/21,WV,3680,1638508
6/1/21,US,1288397,315286109
6/1/21,FL,91429,20252632
6/1/21,GA,38664,8019698
6/1/21,WA,37818,7955953
6/1/21,CO,25498,6017354
6/1/21,DE,4048,1012811
6/1/21,IA,7288,2949819
6/1/21,NE,4770,1832936
6/1/21,PA,58052,13174952
6/1/21,NH,8311,1508313
6/1/21,VI,567,77124
6/1/21,SC,14685,4002121
6/1/21,SD,1897,795176
6/1/21,WI,17879,5853805
6/1/21,MN,19823,5836016
6/1/21,KS,8046,2524278
6/1/21,VA,38854,8951712
6/1/21,IL,50828,12351781
6/1/21,OR,20347,4393457
6/1/21,NC,30362,9032948
6/1/21,ME,6127,1589847
6/1/21,AL,9063,3278651
5/1/21,AR,5955,1988912
5/1/21,RI,11043,1017375
5/1/21,PW,2,20608
5/1/21,PA,86085,10957879
5/1/21,WI,28058,5093081
5/1/21,IN,29830,4777226
5/1/21,AL,11859,2837049
5/1/21,NC,46138,7913495
5/1/21,WA,64186,6387902
5/1/21,GA,49498,6852270
5/1/21,CA,259932,32615367
5/1/21,DC,7092,841379
5/1/21,OR,35589,3448665
5/1/21,CT,30706,3458079
5/1/21,MI,49614,7780768
5/1/21,VI,84,67933
5/1/21,MN,27671,4900019
5/1/21,KS,8951,2251197
5/1/21,GU,1649,151228
5/1/21,US,1873118,265082725
5/1/21,FL,123860,16875727
5/1/21,ID,5114,1207303
5/1/21,KY,6726,3174362
5/1/21,NE,10076,1606310
5/1/21,TX,151275,20489762
5/1/21,UT,13344,2371205
5/1/21,OK,7196,2919614
5/1/21,HI,9978,1284767
5/1/21,FM,74,36748
5/1/21,OH,49335,9023652
5/1/21,IA,14018,2557162
5/1/21,MO,21433,4400807
5/1/21,AZ,34281,5983750
5/1/21,NY,138374,17444808
5/1/21,AS,28,39933
5/1/21,MS,3265,1836780
5/1/21,ND,273,576993
5/1/21,WY,501,378577
5/1/21,NH,15732,1205421
5/1/21,MT,1672,848229
5/1/21,ME,11784,1311896
5/1/21,NJ,68579,7561265
5/1/21,NV,17510,2221430
5/1/21,AK,1252,614041
5/1/21,LA,7961,2975544
5/1/21,MH,118,29828
5/1/21,SC,16513,3497962
5/1/21,MP,417,40925
5/1/21,MA,68102,6619191
5/1/21,NM,7596,1893974
5/1/21,PR,14401,2933140
5/1/21,MD,49995,5294752
5/1/21,VA,64551,7388703
5/1/21,IL,69244,10346282
5/1/21,WV,4497,1490550
5/1/21,VT,6398,649531
5/1/21,CO,57939,4956459
5/1/21,SD,1740,727605
5/1/21,TN,26736,4826358
5/1/21,DE,8578,857125
4/1/21,AL,47938,1963670
4/1/21,CA,514663,21114526
4/1/21,AZ,96261,4301674
4/1/21,AS,66,32515
4/1/21,NY,303372,11489393
4/1/21,OK,47418,2251124
4/1/21,ND,11163,453704
4/1/21,MS,29599,1402698
4/1/21,HI,19456,853480
4/1/21,US,4581777,177076502
4/1/21,ID,19476,870834
4/1/21,NC,156765,5588563
4/1/21,GA,131414,4426151
4/1/21,OH,178028,6150727
4/1/21,SD,14939,544032
4/1/21,NV,30162,1485425
4/1/21,AK,7761,492611
4/1/21,CO,80818,3130522
4/1/21,FM,186,26796
4/1/21,IN,80785,3340339
4/1/21,MP,0,28980
4/1/21,MA,98780,4008310
4/1/21,MI,143433,5120807
4/1/21,WA,94714,4160148
4/1/21,GU,2039,101455
4/1/21,ME,22027,816605
4/1/21,WI,99240,3477049
4/1/21,PA,182908,7194496
4/1/21,VI,1007,52286
4/1/21,MN,103590,3265380
4/1/21,CT,58071,2190989
4/1/21,IL,169510,6767712
4/1/21,OR,50445,2162470
4/1/21,IA,47624,1746490
4/1/21,MO,73740,3064696
4/1/21,LA,49840,2292560
4/1/21,FL,266967,11196318
4/1/21,NM,33594,1386609
4/1/21,PR,32046,1850000
4/1/21,MT,15875,622054
4/1/21,NH,16714,714693
4/1/21,WV,36207,1123447
4/1/21,NJ,129854,4772406
4/1/21,KS,44164,1589279
4/1/21,DC,14669,540063
4/1/21,MH,260,25563
4/1/21,SC,67124,2467045
4/1/21,TX,392048,13856407
4/1/21,RI,18343,656952
4/1/21,UT,42926,1608045
4/1/21,DE,14940,550590
4/1/21,TN,96580,3390919
4/1/21,VT,10378,406139
4/1/21,PW,53,13589
4/1/21,AR,39880,1443773
4/1/21,WY,7089,294738
4/1/21,VA,126569,4757206
4/1/21,KY,61459,2306246
4/1/21,NE,35172,1108921
4/1/21,MD,97689,3258308
3/1/21,TX,175097,6876775
3/1/21,IN,42983,1899238
3/1/21,MN,29967,1674950
3/1/21,VI,792,27401
3/1/21,PW,2,8254
3/1/21,VA,54407,2479336
3/1/21,AR,14786,784357
3/1/21,DE,6332,278402
3/1/21,WV,4756,623187
3/1/21,AZ,69473,2326677
3/1/21,OK,23917,1292389
3/1/21,MS,21537,762734
3/1/21,RI,7902,315857
3/1/21,MI,39064,2635214
3/1/21,ND,2614,248451
3/1/21,CA,262494,10563170
3/1/21,OR,20015,1156695
3/1/21,MO,37642,1570495
3/1/21,WI,39999,1720799
3/1/21,IL,82236,3312956
3/1/21,SD,5268,299800
3/1/21,WY,2928,170704
3/1/21,VT,4665,197162
3/1/21,MA,55105,2006418
3/1/21,UT,19869,820598
3/1/21,GA,61276,2172851
3/1/21,NE,10952,561708
3/1/21,NH,4960,337212
3/1/21,NV,13955,785694
3/1/21,GU,195,63172
3/1/21,MT,5343,339013
3/1/21,FM,695,16300
3/1/21,ID,10482,468707
3/1/21,KY,22407,1177995
3/1/21,AL,30252,1050744
3/1/21,MD,46487,1590402
3/1/21,CT,24593,1113263
3/1/21,IA,14280,835842
3/1/21,NY,139395,5566424
3/1/21,PA,79247,3452571
3/1/21,CO,38095,1653220
3/1/21,MH,339,14989
3/1/21,HI,8909,463821
3/1/21,WA,42819,2140417
3/1/21,NJ,61118,2301897
3/1/21,OH,57859,3038927
3/1/21,NM,10539,781992
3/1/21,US,2097845,90330534
3/1/21,PR,24655,901480
3/1/21,FL,151427,6008058
3/1/21,SC,23518,1286393
3/1/21,LA,24114,1240630
3/1/21,AK,3526,308197
3/1/21,AS,561,23621
3/1/21,KS,14687,773515
3/1/21,MP,311,18946
3/1/21,TN,60976,1752273
3/1/21,ME,7181,400095
3/1/21,DC,7657,305331
3/1/21,NC,61392,2889288
2/1/21,MA,34328,781331
2/1/21,OH,54445,1274141
2/1/21,SC,27420,554898
2/1/21,LA,18647,569150
2/1/21,GU,610,34459
2/1/21,US,1418713,39485009
2/1/21,WV,4299,332001
2/1/21,MD,16646,666994
2/1/21,NM,10606,376436
2/1/21,TN,47321,853472
2/1/21,ND,2380,117350
2/1/21,CA,172107,4200902
2/1/21,OR,16892,528229
2/1/21,IL,53636,1260659
2/1/21,MS,14588,318047
2/1/21,OK,20876,625492
2/1/21,RI,2323,125909
2/1/21,CO,23703,735829
2/1/21,AK,3449,151278
2/1/21,AS,296,11385
2/1/21,VI,604,12063
2/1/21,DE,3361,131487
2/1/21,NJ,10106,910974
2/1/21,NH,6163,150459
2/1/21,NE,8697,252570
2/1/21,GA,49053,1017205
2/1/21,UT,12509,372057
2/1/21,PW,64,3192
2/1/21,WA,33280,966211
2/1/21,VA,28789,1122428
2/1/21,MN,22949,706538
2/1/21,CT,6159,506229
2/1/21,PA,39565,1498035
2/1/21,PR,14854,403366
2/1/21,TX,127533,3249552
2/1/21,IN,37580,904337
2/1/21,MT,4307,152357
2/1/21,VT,3203,92349
2/1/21,DC,4157,146207
2/1/21,HI,8393,221657
2/1/21,NY,43900,2433635
2/1/21,MI,39731,1177731
2/1/21,MO,23964,676623
2/1/21,AZ,47821,930275
2/1/21,MP,260,10445
2/1/21,ME,6333,174348
2/1/21,ID,9109,191407
2/1/21,WI,35945,684752
2/1/21,WY,2115,73207
2/1/21,SD,4615,140002
2/1/21,MH,209,4686
2/1/21,FM,662,6155
2/1/21,IA,13598,318255
2/1/21,KS,11894,325039
2/1/21,NV,8377,325283
2/1/21,KY,17501,531268
2/1/21,FL,131050,2866275
2/1/21,AL,18905,424500
2/1/21,AR,11430,392999
2/1/21,NC,39345,1261882
1/1/21,NM,1448,65066
1/1/21,SD,92,31428
1/1/21,WA,2669,129525
1/1/21,FM,0,149
1/1/21,VA,16313,158859
1/1/21,FL,18069,324954
1/1/21,MI,3349,164326
1/1/21,UT,1166,63753
1/1/21,NJ,2032,117903
1/1/21,ID,506,29520
1/1/21,AZ,10265,132257
1/1/21,TN,12336,176747
1/1/21,DC,592,23872
1/1/21,MN,740,108270
1/1/21,PW,0,1
1/1/21,MT,847,31285
1/1/21,PR,26,73631
1/1/21,AK,206,23954
1/1/21,IA,328,61490
1/1/21,OK,823,90966
1/1/21,NY,5513,357435
1/1/21,AL,1487,52016
1/1/21,KY,1901,79092
1/1/21,AS,0,1083
1/1/21,CO,1063,136689
1/1/21,IL,3374,216296
1/1/21,US,137862,5854174
1/1/21,NH,140,27635
1/1/21,SC,249,61202
1/1/21,DE,858,17296
1/1/21,GU,4,5581
1/1/21,TX,12975,551879
1/1/21,NV,68,42805
1/1/21,NC,566,142376
1/1/21,NE,1403,52683
1/1/21,MH,0,408
1/1/21,MD,5036,85231
1/1/21,GA,6109,122211
1/1/21,MA,722,130823
1/1/21,OH,4392,195500
1/1/21,WV,615,66964
1/1/21,CT,750,83631
1/1/21,VT,94,19500
1/1/21,MO,649,115970
1/1/21,PA,3451,219234
1/1/21,MS,881,31584
1/1/21,WI,270,92599
1/1/21,RI,375,26450
1/1/21,HI,64,36874
1/1/21,IN,2637,134178
1/1/21,WY,45,9854
1/1/21,OR,1370,72530
1/1/21,ND,156,25551
1/1/21,KS,863,57219
1/1/21,AR,961,59361
1/1/21,MP,0,3053
1/1/21,LA,470,62960
1/1/21,VI,4,1525
1/1/21,ME,304,36122
1/1/21,CA,5807,585717
